generation,best_penalty,average_penalty
11958,46.0,97.0
11959,46.0,87.0
11960,46.0,99.0
11961,46.0,82.0
11962,46.0,88.0
11963,46.0,103.0
11964,46.0,83.0
11965,46.0,85.0
11966,46.0,82.0
11967,46.0,92.0
11968,46.0,86.0
11969,46.0,85.0
11970,46.0,84.0
11971,46.0,82.0
11972,46.0,81.0
11973,46.0,85.0
11974,46.0,100.0
11975,46.0,92.0
11976,46.0,96.0
11977,46.0,104.0
11978,46.0,103.0
11979,46.0,97.0
11980,46.0,107.0
11981,46.0,94.0
11982,46.0,108.0
11983,46.0,95.0
11984,46.0,103.0
11985,46.0,81.0
11986,46.0,86.0
11987,46.0,87.0
11988,46.0,90.0
11989,46.0,110.0
11990,46.0,101.0
11991,46.0,98.0
11992,46.0,224.0
11993,46.0,101.0
11994,46.0,96.0
11995,46.0,80.0
11996,46.0,104.0
11997,46.0,81.0
11998,46.0,79.0
11999,46.0,78.0
12000,46.0,76.0
12001,46.0,91.0
12002,46.0,88.0
12003,46.0,92.0
12004,46.0,105.0
12005,46.0,94.0
12006,46.0,87.0
12007,46.0,102.0
12008,46.0,96.0
12009,46.0,95.0
12010,46.0,92.0
12011,46.0,85.0
12012,46.0,84.0
12013,46.0,88.0
12014,46.0,101.0
12015,46.0,82.0
12016,46.0,93.0
12017,46.0,82.0
12018,46.0,72.0
12019,46.0,90.0
12020,46.0,101.0
12021,46.0,95.0
12022,46.0,89.0
12023,46.0,85.0
12024,46.0,79.0
12025,46.0,70.0
12026,46.0,68.0
12027,46.0,89.0
12028,46.0,90.0
12029,46.0,90.0
12030,46.0,89.0
12031,46.0,76.0
12032,46.0,89.0
12033,46.0,80.0
12034,46.0,101.0
12035,46.0,87.0
12036,46.0,85.0
12037,46.0,79.0
12038,46.0,81.0
12039,46.0,88.0
12040,46.0,82.0
12041,46.0,91.0
12042,46.0,90.0
12043,46.0,89.0
12044,46.0,86.0
12045,46.0,85.0
12046,46.0,77.0
12047,46.0,96.0
12048,46.0,94.0
12049,46.0,82.0
12050,46.0,83.0
12051,46.0,85.0
12052,46.0,94.0
12053,46.0,94.0
12054,46.0,86.0
12055,46.0,93.0
12056,46.0,99.0
12057,46.0,95.0
12058,46.0,91.0
12059,46.0,112.0
12060,46.0,78.0
12061,46.0,88.0
12062,46.0,93.0
12063,46.0,99.0
12064,46.0,86.0
12065,46.0,92.0
12066,46.0,82.0
12067,46.0,81.0
12068,46.0,89.0
12069,46.0,87.0
12070,46.0,86.0
12071,46.0,86.0
12072,46.0,93.0
12073,46.0,98.0
12074,46.0,81.0
12075,46.0,79.0
12076,46.0,99.0
12077,46.0,82.0
12078,46.0,90.0
12079,46.0,85.0
12080,46.0,79.0
12081,46.0,95.0
12082,46.0,92.0
12083,46.0,91.0
12084,46.0,74.0
12085,46.0,82.0
12086,46.0,72.0
12087,46.0,77.0
12088,46.0,83.0
12089,46.0,75.0
12090,46.0,71.0
12091,46.0,71.0
12092,46.0,89.0
12093,46.0,87.0
12094,46.0,84.0
12095,46.0,94.0
12096,46.0,94.0
12097,46.0,88.0
12098,46.0,75.0
12099,46.0,89.0
12100,46.0,74.0
12101,46.0,80.0
12102,46.0,82.0
12103,46.0,86.0
12104,46.0,91.0
12105,46.0,94.0
12106,46.0,85.0
12107,46.0,82.0
12108,46.0,90.0
12109,46.0,80.0
12110,46.0,102.0
12111,46.0,98.0
12112,46.0,88.0
12113,46.0,80.0
12114,46.0,94.0
12115,46.0,87.0
12116,46.0,91.0
12117,46.0,85.0
12118,46.0,87.0
12119,46.0,80.0
12120,46.0,82.0
12121,46.0,74.0
12122,46.0,69.0
12123,46.0,78.0
12124,46.0,85.0
12125,46.0,93.0
12126,46.0,96.0
12127,46.0,101.0
12128,46.0,87.0
12129,46.0,73.0
12130,46.0,82.0
12131,46.0,93.0
12132,46.0,91.0
12133,46.0,82.0
12134,46.0,91.0
12135,46.0,85.0
12136,46.0,77.0
12137,46.0,103.0
12138,46.0,79.0
12139,46.0,81.0
12140,46.0,86.0
12141,46.0,84.0
12142,46.0,84.0
12143,46.0,81.0
12144,46.0,78.0
12145,46.0,85.0
12146,46.0,90.0
12147,46.0,88.0
12148,46.0,77.0
12149,46.0,87.0
12150,46.0,69.0
12151,46.0,75.0
12152,46.0,88.0
12153,46.0,75.0
12154,46.0,77.0
12155,46.0,86.0
12156,46.0,88.0
12157,46.0,73.0
12158,46.0,93.0
12159,46.0,85.0
12160,46.0,85.0
12161,46.0,109.0
12162,46.0,92.0
12163,46.0,88.0
12164,46.0,83.0
12165,46.0,86.0
12166,46.0,73.0
12167,46.0,74.0
12168,46.0,96.0
12169,46.0,81.0
12170,46.0,73.0
12171,46.0,74.0
12172,46.0,79.0
12173,46.0,97.0
12174,46.0,69.0
12175,46.0,92.0
12176,46.0,96.0
12177,46.0,86.0
12178,46.0,89.0
12179,46.0,82.0
12180,46.0,86.0
12181,46.0,86.0
12182,46.0,81.0
12183,46.0,76.0
12184,46.0,83.0
12185,46.0,79.0
12186,46.0,84.0
12187,46.0,86.0
12188,46.0,75.0
12189,46.0,71.0
12190,46.0,97.0
12191,46.0,78.0
12192,46.0,81.0
12193,46.0,84.0
12194,46.0,90.0
12195,46.0,108.0
12196,46.0,83.0
12197,46.0,115.0
12198,46.0,86.0
12199,46.0,82.0
12200,46.0,85.0
12201,46.0,80.0
12202,46.0,79.0
12203,46.0,91.0
12204,46.0,99.0
12205,46.0,102.0
12206,46.0,83.0
12207,46.0,79.0
12208,46.0,89.0
12209,46.0,78.0
12210,46.0,78.0
12211,46.0,78.0
12212,46.0,81.0
12213,46.0,66.0
12214,46.0,77.0
12215,46.0,89.0
12216,46.0,85.0
12217,46.0,103.0
12218,46.0,77.0
12219,46.0,74.0
12220,46.0,73.0
12221,46.0,68.0
12222,46.0,90.0
12223,46.0,72.0
12224,46.0,87.0
12225,46.0,85.0
12226,46.0,90.0
12227,46.0,72.0
12228,46.0,84.0
12229,46.0,99.0
12230,46.0,78.0
12231,46.0,96.0
12232,46.0,85.0
12233,46.0,89.0
12234,46.0,79.0
12235,46.0,90.0
12236,46.0,81.0
12237,46.0,92.0
12238,46.0,97.0
12239,46.0,91.0
12240,46.0,82.0
12241,46.0,87.0
12242,46.0,62.0
12243,46.0,68.0
12244,46.0,68.0
12245,46.0,77.0
12246,46.0,75.0
12247,46.0,91.0
12248,46.0,82.0
12249,46.0,80.0
12250,46.0,91.0
12251,46.0,93.0
12252,46.0,74.0
12253,46.0,83.0
12254,46.0,97.0
12255,46.0,100.0
12256,46.0,119.0
12257,46.0,101.0
12258,46.0,83.0
12259,46.0,72.0
12260,46.0,88.0
12261,46.0,82.0
12262,46.0,87.0
12263,46.0,85.0
12264,46.0,103.0
12265,46.0,90.0
12266,46.0,104.0
12267,46.0,105.0
12268,46.0,98.0
12269,46.0,107.0
12270,46.0,84.0
12271,46.0,73.0
12272,46.0,85.0
12273,46.0,91.0
12274,46.0,92.0
12275,46.0,96.0
12276,46.0,80.0
12277,46.0,97.0
12278,46.0,88.0
12279,46.0,89.0
12280,46.0,83.0
12281,46.0,84.0
12282,46.0,93.0
12283,46.0,71.0
12284,46.0,91.0
12285,46.0,93.0
12286,46.0,89.0
12287,46.0,85.0
12288,46.0,104.0
12289,46.0,101.0
12290,46.0,91.0
12291,46.0,93.0
12292,46.0,94.0
12293,46.0,82.0
12294,46.0,74.0
12295,46.0,85.0
12296,46.0,82.0
12297,46.0,88.0
12298,46.0,84.0
12299,46.0,91.0
12300,46.0,78.0
12301,46.0,86.0
12302,46.0,70.0
12303,46.0,72.0
12304,46.0,94.0
12305,46.0,98.0
12306,46.0,103.0
12307,46.0,97.0
12308,46.0,77.0
12309,46.0,90.0
12310,46.0,82.0
12311,46.0,78.0
12312,46.0,72.0
12313,46.0,81.0
12314,46.0,68.0
12315,46.0,73.0
12316,46.0,78.0
12317,46.0,79.0
12318,46.0,83.0
12319,46.0,80.0
12320,46.0,102.0
12321,46.0,108.0
12322,46.0,71.0
12323,46.0,78.0
12324,46.0,89.0
12325,46.0,81.0
12326,46.0,88.0
12327,46.0,106.0
12328,46.0,89.0
12329,46.0,88.0
12330,46.0,77.0
12331,46.0,102.0
12332,46.0,89.0
12333,46.0,107.0
12334,46.0,87.0
12335,46.0,93.0
12336,46.0,104.0
12337,46.0,83.0
12338,46.0,78.0
12339,46.0,87.0
12340,46.0,93.0
12341,46.0,83.0
12342,46.0,80.0
12343,46.0,78.0
12344,46.0,71.0
12345,46.0,65.0
12346,46.0,83.0
12347,46.0,75.0
12348,46.0,68.0
12349,46.0,76.0
12350,46.0,84.0
12351,46.0,71.0
12352,46.0,61.0
12353,46.0,74.0
12354,46.0,61.0
12355,46.0,59.0
12356,46.0,63.0
12357,46.0,75.0
12358,46.0,72.0
12359,46.0,74.0
12360,46.0,80.0
12361,46.0,91.0
12362,46.0,96.0
12363,46.0,87.0
12364,46.0,77.0
12365,46.0,80.0
12366,46.0,98.0
12367,46.0,84.0
12368,46.0,91.0
12369,46.0,74.0
12370,46.0,71.0
12371,46.0,82.0
12372,46.0,84.0
12373,46.0,69.0
12374,46.0,72.0
12375,46.0,80.0
12376,46.0,75.0
12377,46.0,85.0
12378,46.0,76.0
12379,46.0,82.0
12380,46.0,77.0
12381,46.0,67.0
12382,46.0,69.0
12383,46.0,76.0
12384,46.0,101.0
12385,46.0,70.0
12386,46.0,74.0
12387,46.0,81.0
12388,46.0,74.0
12389,46.0,79.0
12390,46.0,82.0
12391,46.0,73.0
12392,46.0,80.0
12393,46.0,80.0
12394,46.0,82.0
12395,46.0,66.0
12396,46.0,80.0
12397,46.0,75.0
12398,46.0,86.0
12399,46.0,68.0
12400,46.0,73.0
12401,46.0,69.0
12402,46.0,89.0
12403,46.0,84.0
12404,46.0,83.0
12405,46.0,91.0
12406,46.0,88.0
12407,46.0,74.0
12408,46.0,84.0
12409,46.0,79.0
12410,46.0,81.0
12411,46.0,75.0
12412,46.0,82.0
12413,46.0,75.0
12414,46.0,75.0
12415,46.0,85.0
12416,46.0,71.0
12417,46.0,72.0
12418,46.0,82.0
12419,46.0,79.0
12420,46.0,91.0
12421,46.0,78.0
12422,46.0,82.0
12423,46.0,87.0
12424,46.0,87.0
12425,46.0,90.0
12426,46.0,90.0
12427,46.0,78.0
12428,46.0,84.0
12429,46.0,86.0
12430,46.0,78.0
12431,46.0,75.0
12432,46.0,89.0
12433,46.0,81.0
12434,46.0,91.0
12435,46.0,82.0
12436,46.0,69.0
12437,46.0,71.0
12438,46.0,73.0
12439,46.0,78.0
12440,46.0,78.0
12441,46.0,83.0
12442,46.0,81.0
12443,46.0,74.0
12444,46.0,62.0
12445,46.0,68.0
12446,46.0,64.0
12447,46.0,83.0
12448,46.0,85.0
12449,46.0,78.0
12450,46.0,85.0
12451,46.0,74.0
12452,46.0,80.0
12453,46.0,89.0
12454,46.0,94.0
12455,46.0,97.0
12456,46.0,85.0
12457,46.0,82.0
12458,46.0,79.0
12459,46.0,85.0
12460,46.0,78.0
12461,46.0,83.0
12462,46.0,94.0
12463,46.0,84.0
12464,46.0,86.0
12465,46.0,99.0
12466,46.0,93.0
12467,46.0,97.0
12468,46.0,92.0
12469,46.0,79.0
12470,46.0,82.0
12471,46.0,77.0
12472,46.0,95.0
12473,46.0,70.0
12474,46.0,80.0
12475,46.0,74.0
12476,46.0,75.0
12477,46.0,87.0
12478,46.0,86.0
12479,46.0,82.0
12480,46.0,93.0
12481,46.0,77.0
12482,46.0,80.0
12483,46.0,73.0
12484,46.0,84.0
12485,46.0,76.0
12486,46.0,88.0
12487,46.0,75.0
12488,46.0,85.0
12489,46.0,76.0
12490,46.0,74.0
12491,46.0,83.0
12492,46.0,88.0
12493,46.0,82.0
12494,46.0,79.0
12495,46.0,85.0
12496,46.0,88.0
12497,46.0,94.0
12498,46.0,82.0
12499,46.0,100.0
12500,46.0,101.0
12501,46.0,101.0
12502,46.0,81.0
12503,46.0,101.0
12504,46.0,249.0
12505,46.0,96.0
12506,46.0,88.0
12507,46.0,91.0
12508,46.0,110.0
12509,46.0,93.0
12510,46.0,90.0
12511,46.0,82.0
12512,46.0,84.0
12513,46.0,87.0
12514,46.0,94.0
12515,46.0,98.0
12516,46.0,77.0
12517,46.0,102.0
12518,46.0,79.0
12519,46.0,72.0
12520,46.0,61.0
12521,46.0,67.0
12522,46.0,88.0
12523,46.0,82.0
12524,46.0,80.0
12525,46.0,84.0
12526,46.0,86.0
12527,46.0,83.0
12528,46.0,90.0
12529,46.0,76.0
12530,46.0,106.0
12531,46.0,74.0
12532,46.0,67.0
12533,46.0,80.0
12534,46.0,73.0
12535,46.0,83.0
12536,46.0,72.0
12537,46.0,77.0
12538,46.0,74.0
12539,46.0,78.0
12540,46.0,94.0
12541,46.0,71.0
12542,46.0,74.0
12543,46.0,89.0
12544,46.0,73.0
12545,46.0,73.0
12546,46.0,66.0
12547,46.0,85.0
12548,46.0,75.0
12549,46.0,79.0
12550,46.0,90.0
12551,46.0,81.0
12552,46.0,64.0
12553,46.0,74.0
12554,46.0,85.0
12555,46.0,98.0
12556,46.0,99.0
12557,46.0,99.0
12558,46.0,90.0
12559,46.0,81.0
12560,46.0,94.0
12561,46.0,97.0
12562,46.0,88.0
12563,46.0,94.0
12564,46.0,89.0
12565,46.0,81.0
12566,46.0,91.0
12567,46.0,86.0
12568,46.0,108.0
12569,46.0,82.0
12570,46.0,98.0
12571,46.0,80.0
12572,46.0,116.0
12573,46.0,101.0
12574,46.0,84.0
12575,46.0,81.0
12576,46.0,81.0
12577,46.0,84.0
12578,46.0,80.0
12579,46.0,80.0
12580,46.0,88.0
12581,46.0,81.0
12582,46.0,86.0
12583,46.0,95.0
12584,46.0,76.0
12585,46.0,89.0
12586,46.0,79.0
12587,46.0,90.0
12588,46.0,94.0
12589,46.0,82.0
12590,46.0,103.0
12591,46.0,93.0
12592,46.0,80.0
12593,46.0,87.0
12594,46.0,72.0
12595,46.0,84.0
12596,46.0,73.0
12597,46.0,83.0
12598,46.0,89.0
12599,46.0,87.0
12600,46.0,82.0
12601,46.0,70.0
12602,46.0,92.0
12603,46.0,82.0
12604,46.0,81.0
12605,46.0,90.0
12606,46.0,92.0
12607,46.0,72.0
12608,46.0,72.0
12609,46.0,90.0
12610,46.0,96.0
12611,46.0,73.0
12612,46.0,88.0
12613,46.0,72.0
12614,46.0,90.0
12615,46.0,84.0
12616,46.0,81.0
12617,46.0,78.0
12618,46.0,77.0
12619,46.0,92.0
12620,46.0,87.0
12621,46.0,84.0
12622,46.0,85.0
12623,46.0,80.0
12624,46.0,110.0
12625,46.0,99.0
12626,46.0,216.0
12627,46.0,89.0
12628,46.0,86.0
12629,46.0,86.0
12630,46.0,84.0
12631,46.0,85.0
12632,46.0,74.0
12633,46.0,86.0
12634,46.0,84.0
12635,46.0,92.0
12636,46.0,88.0
12637,46.0,70.0
12638,46.0,74.0
12639,46.0,92.0
12640,46.0,83.0
12641,46.0,83.0
12642,46.0,92.0
12643,46.0,85.0
12644,46.0,89.0
12645,46.0,85.0
12646,46.0,78.0
12647,46.0,76.0
12648,46.0,78.0
12649,46.0,73.0
12650,46.0,75.0
12651,46.0,75.0
12652,46.0,74.0
12653,46.0,73.0
12654,46.0,79.0
12655,46.0,82.0
12656,46.0,88.0
12657,46.0,83.0
12658,46.0,79.0
12659,46.0,75.0
12660,46.0,76.0
12661,46.0,84.0
12662,46.0,77.0
12663,46.0,81.0
12664,46.0,89.0
12665,46.0,73.0
12666,46.0,73.0
12667,46.0,82.0
12668,46.0,77.0
12669,46.0,77.0
12670,46.0,86.0
12671,46.0,88.0
12672,46.0,67.0
12673,46.0,69.0
12674,46.0,69.0
12675,46.0,67.0
12676,46.0,74.0
12677,46.0,74.0
12678,46.0,86.0
12679,46.0,105.0
12680,46.0,98.0
12681,46.0,76.0
12682,46.0,99.0
12683,46.0,78.0
12684,46.0,83.0
12685,46.0,83.0
12686,46.0,84.0
12687,46.0,87.0
12688,46.0,84.0
12689,46.0,79.0
12690,46.0,89.0
12691,46.0,94.0
12692,46.0,81.0
12693,46.0,113.0
12694,46.0,95.0
12695,46.0,89.0
12696,46.0,93.0
12697,46.0,88.0
12698,46.0,95.0
12699,46.0,74.0
12700,46.0,77.0
12701,46.0,70.0
12702,46.0,73.0
12703,46.0,73.0
12704,46.0,91.0
12705,46.0,79.0
12706,46.0,83.0
12707,46.0,80.0
12708,46.0,76.0
12709,46.0,91.0
12710,46.0,77.0
12711,46.0,82.0
12712,46.0,75.0
12713,46.0,77.0
12714,46.0,70.0
12715,46.0,104.0
12716,46.0,84.0
12717,46.0,80.0
12718,46.0,70.0
12719,46.0,67.0
12720,46.0,62.0
12721,46.0,72.0
12722,46.0,75.0
12723,46.0,90.0
12724,46.0,89.0
12725,46.0,85.0
12726,46.0,81.0
12727,46.0,67.0
12728,46.0,69.0
12729,46.0,70.0
12730,46.0,90.0
12731,46.0,109.0
12732,46.0,95.0
12733,46.0,92.0
12734,46.0,75.0
12735,46.0,71.0
12736,46.0,87.0
12737,46.0,94.0
12738,46.0,105.0
12739,46.0,78.0
12740,46.0,86.0
12741,46.0,92.0
12742,46.0,234.0
12743,46.0,104.0
12744,46.0,94.0
12745,46.0,94.0
12746,46.0,92.0
12747,46.0,84.0
12748,46.0,93.0
12749,46.0,72.0
12750,46.0,77.0
12751,46.0,111.0
12752,46.0,98.0
12753,46.0,72.0
12754,46.0,82.0
12755,46.0,89.0
12756,46.0,80.0
12757,46.0,96.0
12758,46.0,91.0
12759,46.0,83.0
12760,46.0,83.0
12761,46.0,69.0
12762,46.0,82.0
12763,46.0,67.0
12764,46.0,69.0
12765,46.0,78.0
12766,46.0,83.0
12767,46.0,71.0
12768,46.0,69.0
12769,46.0,81.0
12770,46.0,64.0
12771,46.0,74.0
12772,46.0,72.0
12773,46.0,88.0
12774,46.0,91.0
12775,46.0,74.0
12776,46.0,86.0
12777,46.0,76.0
12778,46.0,77.0
12779,46.0,69.0
12780,46.0,73.0
12781,46.0,70.0
12782,46.0,74.0
12783,46.0,70.0
12784,46.0,75.0
12785,46.0,97.0
12786,46.0,80.0
12787,46.0,77.0
12788,46.0,78.0
12789,46.0,71.0
12790,46.0,70.0
12791,46.0,73.0
12792,46.0,74.0
12793,46.0,92.0
12794,46.0,96.0
12795,46.0,110.0
12796,46.0,105.0
12797,46.0,103.0
12798,46.0,95.0
12799,46.0,89.0
12800,46.0,88.0
12801,46.0,91.0
12802,46.0,90.0
12803,46.0,69.0
12804,46.0,73.0
12805,46.0,77.0
12806,46.0,86.0
12807,46.0,79.0
12808,46.0,97.0
12809,46.0,84.0
12810,46.0,85.0
12811,46.0,77.0
12812,46.0,72.0
12813,46.0,72.0
12814,46.0,74.0
12815,46.0,76.0
12816,46.0,80.0
12817,46.0,85.0
12818,46.0,83.0
12819,46.0,73.0
12820,46.0,90.0
12821,46.0,99.0
12822,46.0,79.0
12823,46.0,77.0
12824,46.0,83.0
12825,46.0,83.0
12826,46.0,79.0
12827,46.0,113.0
12828,46.0,78.0
12829,46.0,98.0
12830,46.0,91.0
12831,46.0,90.0
12832,46.0,109.0
12833,46.0,83.0
12834,46.0,76.0
12835,46.0,88.0
12836,46.0,90.0
12837,46.0,86.0
12838,46.0,86.0
12839,46.0,88.0
12840,46.0,101.0
12841,46.0,92.0
12842,46.0,77.0
12843,46.0,77.0
12844,46.0,69.0
12845,46.0,69.0
12846,46.0,74.0
12847,46.0,81.0
12848,46.0,92.0
12849,46.0,109.0
12850,46.0,75.0
12851,46.0,88.0
12852,46.0,80.0
12853,46.0,89.0
12854,46.0,80.0
12855,46.0,77.0
12856,46.0,88.0
12857,46.0,77.0
12858,46.0,90.0
12859,46.0,80.0
12860,46.0,87.0
12861,46.0,74.0
12862,46.0,92.0
12863,46.0,61.0
12864,46.0,71.0
12865,46.0,63.0
12866,46.0,67.0
12867,46.0,89.0
12868,46.0,65.0
12869,46.0,70.0
12870,46.0,69.0
12871,46.0,72.0
12872,46.0,64.0
12873,46.0,68.0
12874,46.0,86.0
12875,46.0,76.0
12876,46.0,85.0
12877,46.0,81.0
12878,46.0,76.0
12879,46.0,90.0
12880,46.0,73.0
12881,46.0,73.0
12882,46.0,76.0
12883,46.0,85.0
12884,46.0,89.0
12885,46.0,103.0
12886,46.0,78.0
12887,46.0,85.0
12888,46.0,88.0
12889,46.0,90.0
12890,46.0,104.0
12891,46.0,100.0
12892,46.0,105.0
12893,46.0,104.0
12894,46.0,91.0
12895,46.0,90.0
12896,46.0,88.0
12897,46.0,80.0
12898,46.0,85.0
12899,46.0,91.0
12900,46.0,77.0
12901,46.0,80.0
12902,46.0,83.0
12903,46.0,76.0
12904,46.0,98.0
12905,46.0,91.0
12906,46.0,70.0
12907,46.0,80.0
12908,46.0,76.0
12909,46.0,75.0
12910,46.0,77.0
12911,46.0,70.0
12912,46.0,82.0
12913,46.0,81.0
12914,46.0,73.0
12915,46.0,77.0
12916,46.0,80.0
12917,46.0,60.0
12918,46.0,79.0
12919,46.0,81.0
12920,46.0,78.0
12921,46.0,78.0
12922,46.0,57.0
12923,46.0,74.0
12924,46.0,84.0
12925,46.0,90.0
12926,46.0,72.0
12927,46.0,86.0
12928,46.0,74.0
12929,46.0,86.0
12930,46.0,83.0
12931,46.0,101.0
12932,46.0,94.0
12933,46.0,79.0
12934,46.0,76.0
12935,46.0,80.0
12936,46.0,94.0
12937,46.0,95.0
12938,46.0,81.0
12939,46.0,75.0
12940,46.0,76.0
12941,46.0,81.0
12942,46.0,82.0
12943,46.0,83.0
12944,46.0,101.0
12945,46.0,84.0
12946,46.0,89.0
12947,46.0,74.0
12948,46.0,80.0
12949,46.0,87.0
12950,46.0,104.0
12951,46.0,82.0
12952,46.0,96.0
12953,46.0,95.0
12954,46.0,77.0
12955,46.0,69.0
12956,46.0,70.0
12957,46.0,79.0
12958,46.0,91.0
12959,46.0,78.0
12960,46.0,82.0
12961,46.0,76.0
12962,46.0,68.0
12963,46.0,72.0
12964,46.0,78.0
12965,46.0,72.0
12966,46.0,73.0
12967,46.0,71.0
12968,46.0,86.0
12969,46.0,79.0
12970,46.0,78.0
12971,46.0,67.0
12972,46.0,89.0
12973,46.0,88.0
12974,46.0,89.0
12975,46.0,84.0
12976,46.0,84.0
12977,46.0,94.0
12978,46.0,76.0
12979,46.0,81.0
12980,46.0,77.0
12981,46.0,76.0
12982,46.0,78.0
12983,46.0,73.0
12984,46.0,69.0
12985,46.0,77.0
12986,46.0,86.0
12987,46.0,66.0
12988,46.0,75.0
12989,46.0,76.0
12990,46.0,71.0
12991,46.0,114.0
12992,46.0,83.0
12993,46.0,85.0
12994,46.0,84.0
12995,46.0,80.0
12996,46.0,90.0
12997,46.0,88.0
12998,46.0,87.0
12999,46.0,97.0
13000,46.0,84.0
13001,46.0,92.0
13002,46.0,87.0
13003,46.0,112.0
13004,46.0,97.0
13005,46.0,88.0
13006,46.0,92.0
13007,46.0,100.0
13008,46.0,96.0
13009,46.0,88.0
13010,46.0,84.0
13011,46.0,74.0
13012,46.0,88.0
13013,46.0,85.0
13014,46.0,91.0
13015,46.0,99.0
13016,46.0,95.0
13017,46.0,90.0
13018,46.0,104.0
13019,46.0,79.0
13020,46.0,92.0
13021,46.0,84.0
13022,46.0,104.0
13023,46.0,105.0
13024,46.0,88.0
13025,46.0,81.0
13026,46.0,89.0
13027,46.0,76.0
13028,46.0,78.0
13029,46.0,88.0
13030,46.0,97.0
13031,46.0,104.0
13032,46.0,96.0
13033,46.0,86.0
13034,46.0,85.0
13035,46.0,81.0
13036,46.0,83.0
13037,46.0,84.0
13038,46.0,86.0
13039,46.0,84.0
13040,46.0,101.0
13041,46.0,105.0
13042,46.0,93.0
13043,46.0,84.0
13044,46.0,77.0
13045,46.0,90.0
13046,46.0,83.0
13047,46.0,87.0
13048,46.0,84.0
13049,46.0,87.0
13050,46.0,82.0
13051,46.0,92.0
13052,46.0,70.0
13053,46.0,70.0
13054,46.0,78.0
13055,46.0,78.0
13056,46.0,83.0
13057,46.0,93.0
13058,46.0,80.0
13059,46.0,84.0
13060,46.0,94.0
13061,46.0,81.0
13062,46.0,76.0
13063,46.0,73.0
13064,46.0,83.0
13065,46.0,72.0
13066,46.0,68.0
13067,46.0,80.0
13068,46.0,93.0
13069,46.0,93.0
13070,46.0,82.0
13071,46.0,78.0
13072,46.0,86.0
13073,46.0,99.0
13074,46.0,92.0
13075,46.0,99.0
13076,46.0,88.0
13077,46.0,84.0
13078,46.0,97.0
13079,46.0,85.0
13080,46.0,97.0
13081,46.0,109.0
13082,46.0,90.0
13083,46.0,84.0
13084,46.0,89.0
13085,46.0,73.0
13086,46.0,81.0
13087,46.0,70.0
13088,46.0,76.0
13089,46.0,76.0
13090,46.0,92.0
13091,46.0,86.0
13092,46.0,81.0
13093,46.0,83.0
13094,46.0,100.0
13095,46.0,80.0
13096,46.0,88.0
13097,46.0,82.0
13098,46.0,78.0
13099,46.0,84.0
13100,46.0,82.0
13101,46.0,80.0
13102,46.0,255.0
13103,46.0,90.0
13104,46.0,90.0
13105,46.0,81.0
13106,46.0,73.0
13107,46.0,75.0
13108,46.0,87.0
13109,46.0,73.0
13110,46.0,78.0
13111,46.0,107.0
13112,46.0,90.0
13113,46.0,92.0
13114,46.0,87.0
13115,46.0,78.0
13116,46.0,78.0
13117,46.0,82.0
13118,46.0,82.0
13119,46.0,94.0
13120,46.0,92.0
13121,46.0,86.0
13122,46.0,84.0
13123,46.0,91.0
13124,46.0,74.0
13125,46.0,91.0
13126,46.0,93.0
13127,46.0,77.0
13128,46.0,85.0
13129,46.0,74.0
13130,46.0,80.0
13131,46.0,79.0
13132,46.0,93.0
13133,46.0,72.0
13134,46.0,91.0
13135,46.0,83.0
13136,46.0,76.0
13137,46.0,91.0
13138,46.0,89.0
13139,46.0,86.0
13140,46.0,76.0
13141,46.0,82.0
13142,46.0,88.0
13143,46.0,79.0
13144,46.0,91.0
13145,46.0,86.0
13146,46.0,79.0
13147,46.0,83.0
13148,46.0,76.0
13149,46.0,81.0
13150,46.0,76.0
13151,46.0,85.0
13152,46.0,79.0
13153,46.0,84.0
13154,46.0,95.0
13155,46.0,76.0
13156,46.0,75.0
13157,46.0,82.0
13158,46.0,73.0
13159,46.0,73.0
13160,46.0,82.0
13161,46.0,83.0
13162,46.0,75.0
13163,46.0,86.0
13164,46.0,82.0
13165,46.0,95.0
13166,46.0,99.0
13167,46.0,92.0
13168,46.0,79.0
13169,46.0,75.0
13170,46.0,77.0
13171,46.0,74.0
13172,46.0,88.0
13173,46.0,85.0
13174,46.0,95.0
13175,46.0,82.0
13176,46.0,81.0
13177,46.0,74.0
13178,46.0,74.0
13179,46.0,58.0
13180,46.0,80.0
13181,46.0,74.0
13182,46.0,60.0
13183,46.0,83.0
13184,46.0,81.0
13185,46.0,91.0
13186,46.0,72.0
13187,46.0,73.0
13188,46.0,84.0
13189,46.0,80.0
13190,46.0,88.0
13191,46.0,93.0
13192,46.0,88.0
13193,46.0,78.0
13194,46.0,82.0
13195,46.0,80.0
13196,46.0,75.0
13197,46.0,86.0
13198,46.0,88.0
13199,46.0,87.0
13200,46.0,88.0
13201,46.0,81.0
13202,46.0,73.0
13203,46.0,82.0
13204,46.0,94.0
13205,46.0,63.0
13206,46.0,56.0
13207,46.0,78.0
13208,46.0,77.0
13209,46.0,73.0
13210,46.0,75.0
13211,46.0,77.0
13212,46.0,78.0
13213,46.0,61.0
13214,46.0,71.0
13215,46.0,78.0
13216,46.0,79.0
13217,46.0,71.0
13218,46.0,114.0
13219,46.0,105.0
13220,46.0,81.0
13221,46.0,92.0
13222,46.0,80.0
13223,46.0,82.0
13224,46.0,89.0
13225,46.0,81.0
13226,46.0,76.0
13227,46.0,84.0
13228,46.0,81.0
