generation,best_penalty,average_penalty
4303,46.0,77.0
4304,46.0,74.0
4305,46.0,92.0
4306,46.0,67.0
4307,46.0,72.0
4308,46.0,59.0
4309,46.0,94.0
4310,46.0,78.0
4311,46.0,94.0
4312,46.0,75.0
4313,46.0,80.0
4314,46.0,73.0
4315,46.0,73.0
4316,46.0,67.0
4317,46.0,84.0
4318,46.0,86.0
4319,46.0,75.0
4320,46.0,67.0
4321,46.0,77.0
4322,46.0,80.0
4323,46.0,73.0
4324,46.0,81.0
4325,46.0,80.0
4326,46.0,73.0
4327,46.0,78.0
4328,46.0,83.0
4329,46.0,85.0
4330,46.0,96.0
4331,46.0,84.0
4332,46.0,85.0
4333,46.0,74.0
4334,46.0,70.0
4335,46.0,81.0
4336,46.0,84.0
4337,46.0,84.0
4338,46.0,78.0
4339,46.0,80.0
4340,46.0,77.0
4341,46.0,81.0
4342,46.0,80.0
4343,46.0,89.0
4344,46.0,84.0
4345,46.0,81.0
4346,46.0,88.0
4347,46.0,97.0
4348,46.0,224.0
4349,46.0,105.0
4350,46.0,88.0
4351,46.0,93.0
4352,46.0,85.0
4353,46.0,92.0
4354,46.0,85.0
4355,46.0,77.0
4356,46.0,71.0
4357,46.0,89.0
4358,46.0,96.0
4359,46.0,87.0
4360,46.0,79.0
4361,46.0,88.0
4362,46.0,94.0
4363,46.0,85.0
4364,46.0,98.0
4365,46.0,83.0
4366,46.0,82.0
4367,46.0,88.0
4368,46.0,81.0
4369,46.0,105.0
4370,46.0,106.0
4371,46.0,106.0
4372,46.0,90.0
4373,46.0,73.0
4374,46.0,81.0
4375,46.0,110.0
4376,46.0,88.0
4377,46.0,87.0
4378,46.0,83.0
4379,46.0,78.0
4380,46.0,94.0
4381,46.0,91.0
4382,46.0,77.0
4383,46.0,91.0
4384,46.0,85.0
4385,46.0,80.0
4386,46.0,72.0
4387,46.0,83.0
4388,46.0,79.0
4389,46.0,80.0
4390,46.0,85.0
4391,46.0,115.0
4392,46.0,84.0
4393,46.0,94.0
4394,46.0,87.0
4395,46.0,92.0
4396,46.0,81.0
4397,46.0,92.0
4398,46.0,91.0
4399,46.0,91.0
4400,46.0,71.0
4401,46.0,80.0
4402,46.0,70.0
4403,46.0,71.0
4404,46.0,70.0
4405,46.0,92.0
4406,46.0,81.0
4407,46.0,71.0
4408,46.0,71.0
4409,46.0,55.0
4410,46.0,64.0
4411,46.0,64.0
4412,46.0,68.0
4413,46.0,81.0
4414,46.0,83.0
4415,46.0,77.0
4416,46.0,73.0
4417,46.0,79.0
4418,46.0,82.0
4419,46.0,77.0
4420,46.0,84.0
4421,46.0,89.0
4422,46.0,90.0
4423,46.0,86.0
4424,46.0,84.0
4425,46.0,71.0
4426,46.0,87.0
4427,46.0,93.0
4428,46.0,91.0
4429,46.0,82.0
4430,46.0,100.0
4431,46.0,95.0
4432,46.0,71.0
4433,46.0,81.0
4434,46.0,60.0
4435,46.0,81.0
4436,46.0,71.0
4437,46.0,77.0
4438,46.0,90.0
4439,46.0,100.0
4440,46.0,97.0
4441,46.0,102.0
4442,46.0,109.0
4443,46.0,100.0
4444,46.0,77.0
4445,46.0,74.0
4446,46.0,102.0
4447,46.0,81.0
4448,46.0,74.0
4449,46.0,98.0
4450,46.0,86.0
4451,46.0,81.0
4452,46.0,85.0
4453,46.0,89.0
4454,46.0,97.0
4455,46.0,89.0
4456,46.0,82.0
4457,46.0,78.0
4458,46.0,84.0
4459,46.0,79.0
4460,46.0,78.0
4461,46.0,87.0
4462,46.0,80.0
4463,46.0,77.0
4464,46.0,81.0
4465,46.0,74.0
4466,46.0,80.0
4467,46.0,70.0
4468,46.0,82.0
4469,46.0,96.0
4470,46.0,88.0
4471,46.0,79.0
4472,46.0,90.0
4473,46.0,90.0
4474,46.0,93.0
4475,46.0,78.0
4476,46.0,88.0
4477,46.0,75.0
4478,46.0,81.0
4479,46.0,67.0
4480,46.0,60.0
4481,46.0,78.0
4482,46.0,75.0
4483,46.0,74.0
4484,46.0,85.0
4485,46.0,89.0
4486,46.0,92.0
4487,46.0,91.0
4488,46.0,96.0
4489,46.0,94.0
4490,46.0,66.0
4491,46.0,80.0
4492,46.0,77.0
4493,46.0,73.0
4494,46.0,91.0
4495,46.0,76.0
4496,46.0,77.0
4497,46.0,75.0
4498,46.0,74.0
4499,46.0,94.0
4500,46.0,77.0
4501,46.0,87.0
4502,46.0,82.0
4503,46.0,73.0
4504,46.0,82.0
4505,46.0,86.0
4506,46.0,80.0
4507,46.0,82.0
4508,46.0,96.0
4509,46.0,99.0
4510,46.0,94.0
4511,46.0,95.0
4512,46.0,89.0
4513,46.0,101.0
4514,46.0,89.0
4515,46.0,84.0
4516,46.0,83.0
4517,46.0,70.0
4518,46.0,86.0
4519,46.0,85.0
4520,46.0,82.0
4521,46.0,69.0
4522,46.0,94.0
4523,46.0,92.0
4524,46.0,93.0
4525,46.0,80.0
4526,46.0,76.0
4527,46.0,78.0
4528,46.0,106.0
4529,46.0,85.0
4530,46.0,83.0
4531,46.0,79.0
4532,46.0,77.0
4533,46.0,87.0
4534,46.0,107.0
4535,46.0,84.0
4536,46.0,69.0
4537,46.0,79.0
4538,46.0,89.0
4539,46.0,101.0
4540,46.0,99.0
4541,46.0,90.0
4542,46.0,92.0
4543,46.0,78.0
4544,46.0,81.0
4545,46.0,84.0
4546,46.0,82.0
4547,46.0,79.0
4548,46.0,79.0
4549,46.0,85.0
4550,46.0,75.0
4551,46.0,79.0
4552,46.0,77.0
4553,46.0,71.0
4554,46.0,62.0
4555,46.0,87.0
4556,46.0,71.0
4557,46.0,70.0
4558,46.0,67.0
4559,46.0,82.0
4560,46.0,84.0
4561,46.0,70.0
4562,46.0,86.0
4563,46.0,83.0
4564,46.0,79.0
4565,46.0,81.0
4566,46.0,73.0
4567,46.0,81.0
4568,46.0,104.0
4569,46.0,91.0
4570,46.0,87.0
4571,46.0,107.0
4572,46.0,74.0
4573,46.0,74.0
4574,46.0,83.0
4575,46.0,120.0
4576,46.0,87.0
4577,46.0,86.0
4578,46.0,98.0
4579,46.0,85.0
4580,46.0,102.0
4581,46.0,86.0
4582,46.0,68.0
4583,46.0,64.0
4584,46.0,64.0
4585,46.0,80.0
4586,46.0,91.0
4587,46.0,76.0
4588,46.0,97.0
4589,46.0,66.0
4590,46.0,72.0
4591,46.0,74.0
4592,46.0,70.0
4593,46.0,84.0
4594,46.0,83.0
4595,46.0,84.0
4596,46.0,74.0
4597,46.0,73.0
4598,46.0,80.0
4599,46.0,94.0
4600,46.0,74.0
4601,46.0,95.0
4602,46.0,79.0
4603,46.0,79.0
4604,46.0,71.0
4605,46.0,92.0
4606,46.0,78.0
4607,46.0,80.0
4608,46.0,79.0
4609,46.0,82.0
4610,46.0,98.0
4611,46.0,83.0
4612,46.0,89.0
4613,46.0,82.0
4614,46.0,78.0
4615,46.0,82.0
4616,46.0,81.0
4617,46.0,85.0
4618,46.0,87.0
4619,46.0,92.0
4620,46.0,81.0
4621,46.0,72.0
4622,46.0,81.0
4623,46.0,80.0
4624,46.0,72.0
4625,46.0,73.0
4626,46.0,64.0
4627,46.0,71.0
4628,46.0,68.0
4629,46.0,73.0
4630,46.0,82.0
4631,46.0,74.0
4632,46.0,71.0
4633,46.0,74.0
4634,46.0,62.0
4635,46.0,61.0
4636,46.0,70.0
4637,46.0,77.0
4638,46.0,76.0
4639,46.0,88.0
4640,46.0,85.0
4641,46.0,75.0
4642,46.0,62.0
4643,46.0,69.0
4644,46.0,84.0
4645,46.0,70.0
4646,46.0,72.0
4647,46.0,76.0
4648,46.0,79.0
4649,46.0,78.0
4650,46.0,84.0
4651,46.0,96.0
4652,46.0,94.0
4653,46.0,93.0
4654,46.0,78.0
4655,46.0,101.0
4656,46.0,85.0
4657,46.0,87.0
4658,46.0,81.0
4659,46.0,82.0
4660,46.0,97.0
4661,46.0,70.0
4662,46.0,90.0
4663,46.0,89.0
4664,46.0,81.0
4665,46.0,80.0
4666,46.0,78.0
4667,46.0,77.0
4668,46.0,80.0
4669,46.0,86.0
4670,46.0,89.0
4671,46.0,74.0
4672,46.0,82.0
4673,46.0,84.0
4674,46.0,87.0
4675,46.0,99.0
4676,46.0,90.0
4677,46.0,86.0
4678,46.0,80.0
4679,46.0,78.0
4680,46.0,78.0
4681,46.0,81.0
4682,46.0,88.0
4683,46.0,72.0
4684,46.0,76.0
4685,46.0,79.0
4686,46.0,71.0
4687,46.0,78.0
4688,46.0,70.0
4689,46.0,73.0
4690,46.0,81.0
4691,46.0,93.0
4692,46.0,94.0
4693,46.0,92.0
4694,46.0,103.0
4695,46.0,106.0
4696,46.0,87.0
4697,46.0,93.0
4698,46.0,87.0
4699,46.0,85.0
4700,46.0,87.0
4701,46.0,92.0
4702,46.0,97.0
4703,46.0,76.0
4704,46.0,81.0
4705,46.0,90.0
4706,46.0,67.0
4707,46.0,75.0
4708,46.0,62.0
4709,46.0,70.0
4710,46.0,88.0
4711,46.0,74.0
4712,46.0,87.0
4713,46.0,76.0
4714,46.0,86.0
4715,46.0,92.0
4716,46.0,108.0
4717,46.0,84.0
4718,46.0,77.0
4719,46.0,78.0
4720,46.0,73.0
4721,46.0,85.0
4722,46.0,73.0
4723,46.0,68.0
4724,46.0,78.0
4725,46.0,79.0
4726,46.0,86.0
4727,46.0,85.0
4728,46.0,87.0
4729,46.0,86.0
4730,46.0,96.0
4731,46.0,91.0
4732,46.0,93.0
4733,46.0,87.0
4734,46.0,79.0
4735,46.0,100.0
4736,46.0,92.0
4737,46.0,95.0
4738,46.0,101.0
4739,46.0,88.0
4740,46.0,85.0
4741,46.0,99.0
4742,46.0,77.0
4743,46.0,94.0
4744,46.0,100.0
4745,46.0,76.0
4746,46.0,64.0
4747,46.0,65.0
4748,46.0,70.0
4749,46.0,71.0
4750,46.0,74.0
4751,46.0,70.0
4752,46.0,70.0
4753,46.0,79.0
4754,46.0,89.0
4755,46.0,74.0
4756,46.0,81.0
4757,46.0,81.0
4758,46.0,87.0
4759,46.0,73.0
4760,46.0,120.0
4761,46.0,85.0
4762,46.0,88.0
4763,46.0,90.0
4764,46.0,81.0
4765,46.0,71.0
4766,46.0,68.0
4767,46.0,83.0
4768,46.0,79.0
4769,46.0,81.0
4770,46.0,88.0
4771,46.0,78.0
4772,46.0,76.0
4773,46.0,80.0
4774,46.0,76.0
4775,46.0,74.0
4776,46.0,92.0
4777,46.0,86.0
4778,46.0,80.0
4779,46.0,75.0
4780,46.0,85.0
4781,46.0,72.0
4782,46.0,78.0
4783,46.0,77.0
4784,46.0,80.0
4785,46.0,72.0
4786,46.0,71.0
4787,46.0,75.0
4788,46.0,77.0
4789,46.0,79.0
4790,46.0,76.0
4791,46.0,98.0
4792,46.0,71.0
4793,46.0,78.0
4794,46.0,81.0
4795,46.0,79.0
4796,46.0,94.0
4797,46.0,81.0
4798,46.0,67.0
4799,46.0,75.0
4800,46.0,83.0
4801,46.0,86.0
4802,46.0,84.0
4803,46.0,78.0
4804,46.0,98.0
4805,46.0,87.0
4806,46.0,78.0
4807,46.0,80.0
4808,46.0,74.0
4809,46.0,77.0
4810,46.0,72.0
4811,46.0,89.0
4812,46.0,79.0
4813,46.0,91.0
4814,46.0,78.0
4815,46.0,82.0
4816,46.0,88.0
4817,46.0,70.0
4818,46.0,81.0
4819,46.0,68.0
4820,46.0,75.0
4821,46.0,80.0
4822,46.0,72.0
4823,46.0,64.0
4824,46.0,79.0
4825,46.0,77.0
4826,46.0,73.0
4827,46.0,80.0
4828,46.0,68.0
4829,46.0,81.0
4830,46.0,71.0
4831,46.0,75.0
4832,46.0,77.0
4833,46.0,84.0
4834,46.0,87.0
4835,46.0,84.0
4836,46.0,99.0
4837,46.0,89.0
4838,46.0,83.0
4839,46.0,90.0
4840,46.0,91.0
4841,46.0,95.0
4842,46.0,78.0
4843,46.0,85.0
4844,46.0,92.0
4845,46.0,82.0
4846,46.0,73.0
4847,46.0,71.0
4848,46.0,105.0
4849,46.0,101.0
4850,46.0,95.0
4851,46.0,90.0
4852,46.0,98.0
4853,46.0,98.0
4854,46.0,88.0
4855,46.0,60.0
4856,46.0,88.0
4857,46.0,86.0
4858,46.0,70.0
4859,46.0,85.0
4860,46.0,73.0
4861,46.0,84.0
4862,46.0,86.0
4863,46.0,84.0
4864,46.0,104.0
4865,46.0,91.0
4866,46.0,88.0
4867,46.0,75.0
4868,46.0,92.0
4869,46.0,76.0
4870,46.0,76.0
4871,46.0,77.0
4872,46.0,89.0
4873,46.0,76.0
4874,46.0,100.0
4875,46.0,96.0
4876,46.0,89.0
4877,46.0,97.0
4878,46.0,92.0
4879,46.0,80.0
4880,46.0,98.0
4881,46.0,102.0
4882,46.0,90.0
4883,46.0,80.0
4884,46.0,82.0
4885,46.0,85.0
4886,46.0,83.0
4887,46.0,81.0
4888,46.0,88.0
4889,46.0,80.0
4890,46.0,82.0
4891,46.0,83.0
4892,46.0,96.0
4893,46.0,82.0
4894,46.0,74.0
4895,46.0,89.0
4896,46.0,80.0
4897,46.0,97.0
4898,46.0,93.0
4899,46.0,94.0
4900,46.0,93.0
4901,46.0,73.0
4902,46.0,68.0
4903,46.0,78.0
4904,46.0,72.0
4905,46.0,84.0
4906,46.0,71.0
4907,46.0,75.0
4908,46.0,76.0
4909,46.0,76.0
4910,46.0,81.0
4911,46.0,77.0
4912,46.0,70.0
4913,46.0,84.0
4914,46.0,95.0
4915,46.0,84.0
4916,46.0,68.0
4917,46.0,87.0
4918,46.0,68.0
4919,46.0,65.0
4920,46.0,73.0
4921,46.0,80.0
4922,46.0,67.0
4923,46.0,74.0
4924,46.0,81.0
4925,46.0,72.0
4926,46.0,84.0
4927,46.0,74.0
4928,46.0,86.0
4929,46.0,90.0
4930,46.0,77.0
4931,46.0,73.0
4932,46.0,80.0
4933,46.0,73.0
4934,46.0,68.0
4935,46.0,69.0
4936,46.0,76.0
4937,46.0,80.0
4938,46.0,79.0
4939,46.0,82.0
4940,46.0,79.0
4941,46.0,82.0
4942,46.0,70.0
4943,46.0,85.0
4944,46.0,81.0
4945,46.0,85.0
4946,46.0,80.0
4947,46.0,85.0
4948,46.0,87.0
4949,46.0,82.0
4950,46.0,86.0
4951,46.0,74.0
4952,46.0,81.0
4953,46.0,88.0
4954,46.0,71.0
4955,46.0,77.0
4956,46.0,91.0
4957,46.0,86.0
4958,46.0,81.0
4959,46.0,86.0
4960,46.0,77.0
4961,46.0,78.0
4962,46.0,80.0
4963,46.0,72.0
4964,46.0,114.0
4965,46.0,82.0
4966,46.0,94.0
4967,46.0,82.0
4968,46.0,75.0
4969,46.0,86.0
4970,46.0,84.0
4971,46.0,83.0
4972,46.0,69.0
4973,46.0,86.0
4974,46.0,77.0
4975,46.0,73.0
4976,46.0,85.0
4977,46.0,97.0
4978,46.0,95.0
4979,46.0,107.0
4980,46.0,94.0
4981,46.0,94.0
4982,46.0,82.0
4983,46.0,89.0
4984,46.0,83.0
4985,46.0,95.0
4986,46.0,90.0
4987,46.0,83.0
4988,46.0,95.0
4989,46.0,105.0
4990,46.0,97.0
4991,46.0,80.0
4992,46.0,82.0
4993,46.0,72.0
4994,46.0,77.0
4995,46.0,87.0
4996,46.0,71.0
4997,46.0,78.0
4998,46.0,69.0
4999,46.0,69.0
5000,46.0,65.0
5001,46.0,69.0
5002,46.0,89.0
5003,46.0,99.0
5004,46.0,87.0
5005,46.0,96.0
5006,46.0,81.0
5007,46.0,89.0
5008,46.0,67.0
5009,46.0,74.0
5010,46.0,83.0
5011,46.0,97.0
5012,46.0,87.0
5013,46.0,85.0
5014,46.0,85.0
5015,46.0,93.0
5016,46.0,76.0
5017,46.0,82.0
5018,46.0,90.0
5019,46.0,77.0
5020,46.0,74.0
5021,46.0,71.0
5022,46.0,82.0
5023,46.0,222.0
5024,46.0,85.0
5025,46.0,90.0
5026,46.0,74.0
5027,46.0,78.0
5028,46.0,71.0
5029,46.0,92.0
5030,46.0,83.0
5031,46.0,88.0
5032,46.0,100.0
5033,46.0,77.0
5034,46.0,73.0
5035,46.0,82.0
5036,46.0,86.0
5037,46.0,75.0
5038,46.0,72.0
5039,46.0,95.0
5040,46.0,76.0
5041,46.0,90.0
5042,46.0,76.0
5043,46.0,64.0
5044,46.0,75.0
5045,46.0,86.0
5046,46.0,74.0
5047,46.0,79.0
5048,46.0,88.0
5049,46.0,78.0
5050,46.0,96.0
5051,46.0,87.0
5052,46.0,75.0
5053,46.0,74.0
5054,46.0,79.0
5055,46.0,97.0
5056,46.0,86.0
5057,46.0,89.0
5058,46.0,75.0
5059,46.0,76.0
5060,46.0,82.0
5061,46.0,79.0
5062,46.0,79.0
5063,46.0,79.0
5064,46.0,75.0
5065,46.0,79.0
5066,46.0,81.0
5067,46.0,86.0
5068,46.0,102.0
5069,46.0,97.0
5070,46.0,73.0
5071,46.0,79.0
5072,46.0,90.0
5073,46.0,81.0
5074,46.0,85.0
5075,46.0,85.0
5076,46.0,85.0
5077,46.0,81.0
5078,46.0,85.0
5079,46.0,86.0
5080,46.0,75.0
5081,46.0,93.0
5082,46.0,83.0
5083,46.0,100.0
5084,46.0,97.0
5085,46.0,84.0
5086,46.0,82.0
5087,46.0,93.0
5088,46.0,91.0
5089,46.0,92.0
5090,46.0,82.0
5091,46.0,83.0
5092,46.0,103.0
5093,46.0,86.0
5094,46.0,260.0
5095,46.0,105.0
5096,46.0,90.0
5097,46.0,97.0
5098,46.0,91.0
5099,46.0,71.0
5100,46.0,73.0
5101,46.0,86.0
5102,46.0,118.0
5103,46.0,90.0
5104,46.0,86.0
5105,46.0,84.0
5106,46.0,88.0
5107,46.0,86.0
5108,46.0,84.0
5109,46.0,75.0
5110,46.0,69.0
5111,46.0,77.0
5112,46.0,96.0
5113,46.0,80.0
5114,46.0,72.0
5115,46.0,81.0
5116,46.0,88.0
5117,46.0,87.0
5118,46.0,67.0
5119,46.0,90.0
5120,46.0,80.0
5121,46.0,73.0
5122,46.0,72.0
5123,46.0,69.0
5124,46.0,72.0
5125,46.0,73.0
5126,46.0,69.0
5127,46.0,81.0
5128,46.0,91.0
5129,46.0,75.0
5130,46.0,74.0
5131,46.0,113.0
5132,46.0,76.0
5133,46.0,72.0
5134,46.0,76.0
5135,46.0,62.0
5136,46.0,73.0
5137,46.0,77.0
5138,46.0,79.0
5139,46.0,90.0
5140,46.0,84.0
5141,46.0,79.0
5142,46.0,74.0
5143,46.0,64.0
5144,46.0,77.0
5145,46.0,69.0
5146,46.0,78.0
5147,46.0,79.0
5148,46.0,81.0
5149,46.0,88.0
5150,46.0,77.0
5151,46.0,95.0
5152,46.0,101.0
5153,46.0,85.0
5154,46.0,84.0
5155,46.0,85.0
5156,46.0,96.0
5157,46.0,90.0
5158,46.0,84.0
5159,46.0,101.0
5160,46.0,86.0
5161,46.0,96.0
5162,46.0,85.0
5163,46.0,91.0
5164,46.0,78.0
5165,46.0,88.0
5166,46.0,73.0
5167,46.0,74.0
5168,46.0,87.0
5169,46.0,74.0
5170,46.0,72.0
5171,46.0,60.0
5172,46.0,65.0
5173,46.0,63.0
5174,46.0,60.0
5175,46.0,60.0
5176,46.0,54.0
5177,46.0,68.0
5178,46.0,76.0
5179,46.0,68.0
5180,46.0,84.0
5181,46.0,71.0
5182,46.0,80.0
5183,46.0,72.0
5184,46.0,72.0
5185,46.0,92.0
5186,46.0,78.0
5187,46.0,101.0
5188,46.0,77.0
5189,46.0,78.0
5190,46.0,73.0
5191,46.0,86.0
5192,46.0,77.0
5193,46.0,95.0
5194,46.0,83.0
5195,46.0,76.0
5196,46.0,70.0
5197,46.0,67.0
5198,46.0,76.0
5199,46.0,79.0
5200,46.0,86.0
5201,46.0,84.0
5202,46.0,74.0
5203,46.0,76.0
5204,46.0,80.0
5205,46.0,81.0
5206,46.0,91.0
5207,46.0,77.0
5208,46.0,82.0
5209,46.0,98.0
5210,46.0,86.0
5211,46.0,99.0
5212,46.0,102.0
5213,46.0,110.0
5214,46.0,112.0
5215,46.0,95.0
5216,46.0,74.0
5217,46.0,85.0
5218,46.0,82.0
5219,46.0,78.0
5220,46.0,81.0
5221,46.0,90.0
5222,46.0,75.0
5223,46.0,76.0
5224,46.0,101.0
5225,46.0,81.0
5226,46.0,101.0
5227,46.0,86.0
5228,46.0,84.0
5229,46.0,84.0
5230,46.0,78.0
5231,46.0,77.0
5232,46.0,77.0
5233,46.0,76.0
5234,46.0,94.0
5235,46.0,88.0
5236,46.0,75.0
5237,46.0,77.0
5238,46.0,87.0
5239,46.0,75.0
5240,46.0,70.0
5241,46.0,73.0
5242,46.0,66.0
5243,46.0,76.0
5244,46.0,73.0
5245,46.0,77.0
5246,46.0,78.0
5247,46.0,103.0
5248,46.0,96.0
5249,46.0,84.0
5250,46.0,79.0
5251,46.0,74.0
5252,46.0,75.0
5253,46.0,96.0
5254,46.0,102.0
5255,46.0,83.0
5256,46.0,78.0
5257,46.0,83.0
5258,46.0,92.0
5259,46.0,89.0
5260,46.0,79.0
5261,46.0,85.0
5262,46.0,89.0
5263,46.0,96.0
5264,46.0,72.0
5265,46.0,77.0
5266,46.0,101.0
5267,46.0,85.0
5268,46.0,66.0
5269,46.0,65.0
5270,46.0,69.0
5271,46.0,77.0
5272,46.0,81.0
5273,46.0,71.0
5274,46.0,75.0
5275,46.0,95.0
5276,46.0,75.0
5277,46.0,86.0
5278,46.0,102.0
5279,46.0,84.0
5280,46.0,79.0
5281,46.0,87.0
5282,46.0,76.0
5283,46.0,71.0
5284,46.0,82.0
5285,46.0,96.0
5286,46.0,99.0
5287,46.0,79.0
5288,46.0,90.0
5289,46.0,90.0
5290,46.0,97.0
5291,46.0,91.0
5292,46.0,83.0
5293,46.0,90.0
5294,46.0,80.0
5295,46.0,86.0
5296,46.0,83.0
5297,46.0,72.0
5298,46.0,74.0
5299,46.0,86.0
5300,46.0,96.0
5301,46.0,89.0
5302,46.0,95.0
5303,46.0,94.0
5304,46.0,93.0
5305,46.0,80.0
5306,46.0,78.0
5307,46.0,89.0
5308,46.0,80.0
5309,46.0,102.0
5310,46.0,106.0
5311,46.0,85.0
5312,46.0,86.0
5313,46.0,88.0
5314,46.0,82.0
5315,46.0,87.0
5316,46.0,87.0
5317,46.0,83.0
5318,46.0,85.0
5319,46.0,83.0
5320,46.0,76.0
5321,46.0,83.0
5322,46.0,101.0
5323,46.0,94.0
5324,46.0,102.0
5325,46.0,87.0
5326,46.0,73.0
5327,46.0,74.0
5328,46.0,77.0
5329,46.0,77.0
5330,46.0,91.0
5331,46.0,77.0
5332,46.0,79.0
5333,46.0,74.0
5334,46.0,96.0
5335,46.0,74.0
5336,46.0,73.0
5337,46.0,82.0
5338,46.0,86.0
5339,46.0,89.0
5340,46.0,106.0
5341,46.0,90.0
5342,46.0,87.0
5343,46.0,92.0
5344,46.0,97.0
5345,46.0,84.0
5346,46.0,84.0
5347,46.0,81.0
5348,46.0,83.0
5349,46.0,92.0
5350,46.0,112.0
5351,46.0,84.0
5352,46.0,83.0
5353,46.0,104.0
5354,46.0,93.0
5355,46.0,92.0
5356,46.0,88.0
5357,46.0,73.0
5358,46.0,83.0
5359,46.0,83.0
5360,46.0,92.0
5361,46.0,79.0
5362,46.0,84.0
5363,46.0,101.0
5364,46.0,105.0
5365,46.0,79.0
5366,46.0,89.0
5367,46.0,86.0
5368,46.0,90.0
5369,46.0,96.0
5370,46.0,95.0
5371,46.0,89.0
5372,46.0,90.0
5373,46.0,75.0
5374,46.0,114.0
5375,46.0,106.0
5376,46.0,91.0
5377,46.0,235.0
5378,46.0,102.0
5379,46.0,95.0
5380,46.0,104.0
5381,46.0,90.0
5382,46.0,77.0
5383,46.0,74.0
5384,46.0,72.0
5385,46.0,74.0
5386,46.0,76.0
5387,46.0,85.0
5388,46.0,79.0
5389,46.0,81.0
5390,46.0,86.0
5391,46.0,84.0
5392,46.0,98.0
5393,46.0,77.0
5394,46.0,82.0
5395,46.0,95.0
5396,46.0,72.0
5397,46.0,90.0
5398,46.0,91.0
5399,46.0,89.0
5400,46.0,98.0
5401,46.0,77.0
5402,46.0,75.0
5403,46.0,77.0
5404,46.0,64.0
5405,46.0,76.0
5406,46.0,77.0
5407,46.0,90.0
5408,46.0,82.0
5409,46.0,91.0
5410,46.0,69.0
5411,46.0,81.0
5412,46.0,71.0
5413,46.0,65.0
5414,46.0,72.0
5415,46.0,77.0
5416,46.0,63.0
5417,46.0,69.0
5418,46.0,76.0
5419,46.0,81.0
5420,46.0,85.0
5421,46.0,89.0
5422,46.0,83.0
5423,46.0,75.0
5424,46.0,78.0
5425,46.0,89.0
5426,46.0,81.0
5427,46.0,70.0
5428,46.0,87.0
5429,46.0,87.0
5430,46.0,86.0
5431,46.0,95.0
5432,46.0,76.0
5433,46.0,105.0
5434,46.0,84.0
5435,46.0,87.0
5436,46.0,90.0
5437,46.0,101.0
5438,46.0,100.0
5439,46.0,79.0
5440,46.0,77.0
5441,46.0,69.0
5442,46.0,77.0
5443,46.0,84.0
5444,46.0,80.0
5445,46.0,68.0
5446,46.0,68.0
5447,46.0,76.0
5448,46.0,76.0
5449,46.0,75.0
5450,46.0,87.0
5451,46.0,72.0
5452,46.0,83.0
5453,46.0,78.0
5454,46.0,73.0
5455,46.0,93.0
5456,46.0,82.0
5457,46.0,74.0
5458,46.0,86.0
5459,46.0,92.0
5460,46.0,88.0
5461,46.0,70.0
5462,46.0,83.0
5463,46.0,85.0
5464,46.0,80.0
5465,46.0,75.0
5466,46.0,91.0
5467,46.0,82.0
5468,46.0,90.0
5469,46.0,75.0
5470,46.0,87.0
5471,46.0,102.0
5472,46.0,72.0
5473,46.0,71.0
5474,46.0,91.0
5475,46.0,85.0
5476,46.0,81.0
5477,46.0,73.0
5478,46.0,81.0
5479,46.0,84.0
5480,46.0,82.0
5481,46.0,81.0
5482,46.0,98.0
5483,46.0,76.0
5484,46.0,73.0
5485,46.0,86.0
5486,46.0,76.0
5487,46.0,82.0
5488,46.0,83.0
5489,46.0,72.0
5490,46.0,81.0
5491,46.0,75.0
5492,46.0,69.0
5493,46.0,64.0
5494,46.0,78.0
5495,46.0,84.0
5496,46.0,90.0
5497,46.0,83.0
5498,46.0,83.0
5499,46.0,93.0
5500,46.0,87.0
5501,46.0,81.0
5502,46.0,76.0
5503,46.0,103.0
5504,46.0,90.0
5505,46.0,81.0
5506,46.0,76.0
5507,46.0,81.0
5508,46.0,83.0
5509,46.0,85.0
5510,46.0,83.0
5511,46.0,89.0
5512,46.0,79.0
5513,46.0,71.0
5514,46.0,75.0
5515,46.0,83.0
5516,46.0,74.0
5517,46.0,83.0
5518,46.0,70.0
5519,46.0,80.0
5520,46.0,94.0
5521,46.0,83.0
5522,46.0,90.0
5523,46.0,79.0
5524,46.0,68.0
5525,46.0,65.0
5526,46.0,100.0
5527,46.0,82.0
5528,46.0,99.0
5529,46.0,92.0
5530,46.0,100.0
5531,46.0,77.0
5532,46.0,76.0
5533,46.0,80.0
5534,46.0,79.0
5535,46.0,81.0
5536,46.0,92.0
5537,46.0,82.0
5538,46.0,96.0
5539,46.0,80.0
5540,46.0,116.0
5541,46.0,89.0
5542,46.0,77.0
5543,46.0,93.0
5544,46.0,78.0
5545,46.0,85.0
5546,46.0,82.0
5547,46.0,99.0
5548,46.0,98.0
5549,46.0,93.0
5550,46.0,80.0
5551,46.0,87.0
5552,46.0,101.0
5553,46.0,83.0
5554,46.0,75.0
5555,46.0,85.0
5556,46.0,78.0
5557,46.0,91.0
5558,46.0,90.0
5559,46.0,84.0
5560,46.0,76.0
5561,46.0,68.0
5562,46.0,79.0
5563,46.0,71.0
5564,46.0,68.0
5565,46.0,76.0
5566,46.0,76.0
5567,46.0,94.0
5568,46.0,96.0
5569,46.0,80.0
5570,46.0,85.0
5571,46.0,81.0
5572,46.0,74.0
5573,46.0,69.0
